YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2022,7,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,87355
2022,7,LA,"Electric Generators, Independent Power Producers",Natural Gas,326252
2022,7,LA,"Electric Generators, Independent Power Producers",Petroleum,0
2022,7,LA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,11472
2022,7,LA,"Electric Generators, Independent Power Producers",Other Biomass,4880
2022,7,LA,"Electric Generators, Electric Utilities",Total,7427615
2022,7,LA,"Electric Generators, Electric Utilities",Coal,490889
2022,7,LA,"Electric Generators, Electric Utilities",Natural Gas,5207963
2022,7,LA,"Electric Generators, Electric Utilities",Nuclear,1568696
2022,7,LA,"Electric Generators, Electric Utilities",Other,0
2022,7,LA,"Electric Generators, Electric Utilities",Petroleum,154787
2022,7,LA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,5279
2022,7,MA,Total Electric Power Industry,Total,2550294
2022,7,MA,Total Electric Power Industry,Coal,0
2022,7,MA,Total Electric Power Industry,Pumped Storage,-48811
2022,7,MA,Total Electric Power Industry,Hydroelectric Conventional,46133
2022,7,MA,Total Electric Power Industry,Natural Gas,2115710
2022,7,MA,Total Electric Power Industry,Other,81402
2022,7,MA,Total Electric Power Industry,Petroleum,28190
2022,7,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,221753
2022,7,MA,Total Electric Power Industry,Other Biomass,80508
2022,7,MA,Total Electric Power Industry,Wind,14139
2022,7,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,11272
2022,7,MA,"Combined Heat and Power, Industrial Power",Total,18698
2022,7,MA,"Combined Heat and Power, Industrial Power",Coal,0
2022,7,MA,"Combined Heat and Power, Industrial Power",Natural Gas,18045
2022,7,MA,"Combined Heat and Power, Industrial Power",Other,0
2022,7,MA,"Combined Heat and Power, Industrial Power",Petroleum,6
2022,7,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,591
2022,7,MA,"Combined Heat and Power, Industrial Power",Wind,55
2022,7,MA,"Combined Heat and Power, Commercial Power",Total,58684
2022,7,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,255
2022,7,MA,"Combined Heat and Power, Commercial Power",Natural Gas,52677
2022,7,MA,"Combined Heat and Power, Commercial Power",Other,0
2022,7,MA,"Combined Heat and Power, Commercial Power",Petroleum,827
2022,7,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,872
2022,7,MA,"Combined Heat and Power, Commercial Power",Other Biomass,2595
2022,7,MA,"Combined Heat and Power, Commercial Power",Wind,1457
2022,7,MA,"Combined Heat and Power, Electric Power",Total,111010
2022,7,MA,"Combined Heat and Power, Electric Power",Natural Gas,109733
2022,7,MA,"Combined Heat and Power, Electric Power",Petroleum,1278
2022,7,MA,"Electric Generators, Independent Power Producers",Total,2278955
2022,7,MA,"Electric Generators, Independent Power Producers",Pumped Storage,-48811
2022,7,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,38201
2022,7,MA,"Electric Generators, Independent Power Producers",Natural Gas,1879026
2022,7,MA,"Electric Generators, Independent Power Producers",Other,81402
2022,7,MA,"Electric Generators, Independent Power Producers",Petroleum,20321
2022,7,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,210512
2022,7,MA,"Electric Generators, Independent Power Producers",Other Biomass,77913
2022,7,MA,"Electric Generators, Independent Power Producers",Wind,9120
2022,7,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,11272
2022,7,MA,"Electric Generators, Electric Utilities",Total,82947
2022,7,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7676
2022,7,MA,"Electric Generators, Electric Utilities",Natural Gas,56229
2022,7,MA,"Electric Generators, Electric Utilities",Other,0
2022,7,MA,"Electric Generators, Electric Utilities",Petroleum,5758
2022,7,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,9778
2022,7,MA,"Electric Generators, Electric Utilities",Wind,3506
2022,7,MD,Total Electric Power Industry,Total,3511557
2022,7,MD,Total Electric Power Industry,Coal,462257
2022,7,MD,Total Electric Power Industry,Hydroelectric Conventional,39932
2022,7,MD,Total Electric Power Industry,Natural Gas,1545456
2022,7,MD,Total Electric Power Industry,Nuclear,1285312
2022,7,MD,Total Electric Power Industry,Other,31774
2022,7,MD,Total Electric Power Industry,Petroleum,12125
2022,7,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,77191
2022,7,MD,Total Electric Power Industry,Other Biomass,30854
2022,7,MD,Total Electric Power Industry,Wind,26063
2022,7,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,594
2022,7,MD,"Combined Heat and Power, Industrial Power",Total,5130
2022,7,MD,"Combined Heat and Power, Industrial Power",Natural Gas,5122
2022,7,MD,"Combined Heat and Power, Industrial Power",Petroleum,8
2022,7,MD,"Combined Heat and Power, Commercial Power",Total,16609
2022,7,MD,"Combined Heat and Power, Commercial Power",Coal,0
2022,7,MD,"Combined Heat and Power, Commercial Power",Natural Gas,13190
2022,7,MD,"Combined Heat and Power, Commercial Power",Petroleum,44
2022,7,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,2016
2022,7,MD,"Combined Heat and Power, Commercial Power",Other Biomass,766
2022,7,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,594
2022,7,MD,"Combined Heat and Power, Electric Power",Total,210184
2022,7,MD,"Combined Heat and Power, Electric Power",Coal,125506
2022,7,MD,"Combined Heat and Power, Electric Power",Natural Gas,57173
2022,7,MD,"Combined Heat and Power, Electric Power",Other,15037
2022,7,MD,"Combined Heat and Power, Electric Power",Petroleum,165
2022,7,MD,"Combined Heat and Power, Electric Power",Other Biomass,12303
2022,7,MD,"Electric Generators, Independent Power Producers",Total,2747866
2022,7,MD,"Electric Generators, Independent Power Producers",Coal,336751
2022,7,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,39932
2022,7,MD,"Electric Generators, Independent Power Producers",Natural Gas,939628
2022,7,MD,"Electric Generators, Independent Power Producers",Nuclear,1285312
2022,7,MD,"Electric Generators, Independent Power Producers",Other,16736
2022,7,MD,"Electric Generators, Independent Power Producers",Petroleum,11310
2022,7,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,74348
2022,7,MD,"Electric Generators, Independent Power Producers",Other Biomass,17785
2022,7,MD,"Electric Generators, Independent Power Producers",Wind,26063
2022,7,MD,"Electric Generators, Electric Utilities",Total,531768
2022,7,MD,"Electric Generators, Electric Utilities",Natural Gas,530343
2022,7,MD,"Electric Generators, Electric Utilities",Petroleum,598
2022,7,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,827
2022,7,ME,Total Electric Power Industry,Total,1035178
2022,7,ME,Total Electric Power Industry,Coal,2179
2022,7,ME,Total Electric Power Industry,Hydroelectric Conventional,194751
2022,7,ME,Total Electric Power Industry,Natural Gas,388852
2022,7,ME,Total Electric Power Industry,Other,25180
2022,7,ME,Total Electric Power Industry,Petroleum,3683
2022,7,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,57463
2022,7,ME,Total Electric Power Industry,Other Biomass,4622
2022,7,ME,Total Electric Power Industry,Wind,169336
2022,7,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,189112
2022,7,ME,"Combined Heat and Power, Industrial Power",Total,154526
2022,7,ME,"Combined Heat and Power, Industrial Power",Coal,0
2022,7,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,4341
2022,7,ME,"Combined Heat and Power, Industrial Power",Natural Gas,52742
2022,7,ME,"Combined Heat and Power, Industrial Power",Other,14674
2022,7,ME,"Combined Heat and Power, Industrial Power",Petroleum,628
2022,7,ME,"Combined Heat and Power, Industrial Power",Other Biomass,542
2022,7,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,81601
2022,7,ME,"Combined Heat and Power, Commercial Power",Total,7051
2022,7,ME,"Combined Heat and Power, Commercial Power",Natural Gas,3051
2022,7,ME,"Combined Heat and Power, Commercial Power",Other,2181
2022,7,ME,"Combined Heat and Power, Commercial Power",Petroleum,33
2022,7,ME,"Combined Heat and Power, Commercial Power",Other Biomass,1785
2022,7,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2022,7,ME,"Combined Heat and Power, Electric Power",Total,45011
2022,7,ME,"Combined Heat and Power, Electric Power",Coal,2179
2022,7,ME,"Combined Heat and Power, Electric Power",Other,8424
2022,7,ME,"Combined Heat and Power, Electric Power",Petroleum,79
2022,7,ME,"Combined Heat and Power, Electric Power",Other Biomass,359
2022,7,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,33970
2022,7,ME,"Electric Generators, Independent Power Producers",Total,828486
2022,7,ME,"Electric Generators, Independent Power Producers",Coal,0
2022,7,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,190306
2022,7,ME,"Electric Generators, Independent Power Producers",Natural Gas,333059
2022,7,ME,"Electric Generators, Independent Power Producers",Other,-99
2022,7,ME,"Electric Generators, Independent Power Producers",Petroleum,2944
2022,7,ME,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,57463
2022,7,ME,"Electric Generators, Independent Power Producers",Other Biomass,1936
2022,7,ME,"Electric Generators, Independent Power Producers",Wind,169336
2022,7,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,73541
2022,7,ME,"Electric Generators, Electric Utilities",Total,104
2022,7,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,104
2022,7,MI,Total Electric Power Industry,Total,11947118
2022,7,MI,Total Electric Power Industry,Coal,3477323
2022,7,MI,Total Electric Power Industry,Pumped Storage,-122041
2022,7,MI,Total Electric Power Industry,Hydroelectric Conventional,185926
2022,7,MI,Total Electric Power Industry,Natural Gas,4814499
2022,7,MI,Total Electric Power Industry,Nuclear,2432741
2022,7,MI,Total Electric Power Industry,Other Gases,145683
2022,7,MI,Total Electric Power Industry,Other,12955
2022,7,MI,Total Electric Power Industry,Petroleum,153582
2022,7,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,112736
2022,7,MI,Total Electric Power Industry,Other Biomass,68322
2022,7,MI,Total Electric Power Industry,Wind,514353
2022,7,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,151040
2022,7,MI,"Combined Heat and Power, Industrial Power",Total,104352
2022,7,MI,"Combined Heat and Power, Industrial Power",Coal,33
2022,7,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,627
2022,7,MI,"Combined Heat and Power, Industrial Power",Natural Gas,38739
2022,7,MI,"Combined Heat and Power, Industrial Power",Other,1375
2022,7,MI,"Combined Heat and Power, Industrial Power",Petroleum,13435
2022,7,MI,"Combined Heat and Power, Industrial Power",Other Biomass,104
2022,7,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,50039
2022,7,MI,"Combined Heat and Power, Commercial Power",Total,61814
2022,7,MI,"Combined Heat and Power, Commercial Power",Natural Gas,53889
2022,7,MI,"Combined Heat and Power, Commercial Power",Other,4311
2022,7,MI,"Combined Heat and Power, Commercial Power",Petroleum,2
2022,7,MI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,84
2022,7,MI,"Combined Heat and Power, Commercial Power",Other Biomass,3528
2022,7,MI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2022,7,MI,"Combined Heat and Power, Electric Power",Total,1153345
2022,7,MI,"Combined Heat and Power, Electric Power",Coal,30190
2022,7,MI,"Combined Heat and Power, Electric Power",Natural Gas,970050
2022,7,MI,"Combined Heat and Power, Electric Power",Other Gases,145683
2022,7,MI,"Combined Heat and Power, Electric Power",Other,1546
2022,7,MI,"Combined Heat and Power, Electric Power",Petroleum,0
2022,7,MI,"Combined Heat and Power, Electric Power",Other Biomass,1163
2022,7,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,4712
2022,7,MI,"Electric Generators, Independent Power Producers",Total,1988680
2022,7,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7716
2022,7,MI,"Electric Generators, Independent Power Producers",Natural Gas,1490078
2022,7,MI,"Electric Generators, Independent Power Producers",Nuclear,0
2022,7,MI,"Electric Generators, Independent Power Producers",Other,5723
2022,7,MI,"Electric Generators, Independent Power Producers",Petroleum,0
2022,7,MI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,102415
2022,7,MI,"Electric Generators, Independent Power Producers",Other Biomass,63526
2022,7,MI,"Electric Generators, Independent Power Producers",Wind,222932
2022,7,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,96290
2022,7,MI,"Electric Generators, Electric Utilities",Total,8638928
2022,7,MI,"Electric Generators, Electric Utilities",Coal,3447100
2022,7,MI,"Electric Generators, Electric Utilities",Pumped Storage,-122041
2022,7,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,177583
2022,7,MI,"Electric Generators, Electric Utilities",Natural Gas,2261743
2022,7,MI,"Electric Generators, Electric Utilities",Nuclear,2432741
2022,7,MI,"Electric Generators, Electric Utilities",Other,0
2022,7,MI,"Electric Generators, Electric Utilities",Petroleum,140144
2022,7,MI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,10237
2022,7,MI,"Electric Generators, Electric Utilities",Wind,291421
2022,7,MN,Total Electric Power Industry,Total,5818489
2022,7,MN,Total Electric Power Industry,Coal,2135271
2022,7,MN,Total Electric Power Industry,Hydroelectric Conventional,108927
2022,7,MN,Total Electric Power Industry,Natural Gas,1121639
2022,7,MN,Total Electric Power Industry,Nuclear,1258731
2022,7,MN,Total Electric Power Industry,Other,26063
2022,7,MN,Total Electric Power Industry,Petroleum,1706
2022,7,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,221438
2022,7,MN,Total Electric Power Industry,Other Biomass,31287
2022,7,MN,Total Electric Power Industry,Wind,832114
2022,7,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,81312
2022,7,MN,"Combined Heat and Power, Industrial Power",Total,81137
2022,7,MN,"Combined Heat and Power, Industrial Power",Coal,14422
2022,7,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,5574
2022,7,MN,"Combined Heat and Power, Industrial Power",Natural Gas,6356
2022,7,MN,"Combined Heat and Power, Industrial Power",Petroleum,264
2022,7,MN,"Combined Heat and Power, Industrial Power",Other Biomass,576
2022,7,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,53946
2022,7,MN,"Combined Heat and Power, Commercial Power",Total,29469
2022,7,MN,"Combined Heat and Power, Commercial Power",Coal,1547
2022,7,MN,"Combined Heat and Power, Commercial Power",Natural Gas,10474
2022,7,MN,"Combined Heat and Power, Commercial Power",Other,2915
2022,7,MN,"Combined Heat and Power, Commercial Power",Petroleum,130
2022,7,MN,"Combined Heat and Power, Commercial Power",Other Biomass,1502
2022,7,MN,"Combined Heat and Power, Commercial Power",Wind,1450
2022,7,MN,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,11451
2022,7,MN,"Combined Heat and Power, Electric Power",Total,96367
2022,7,MN,"Combined Heat and Power, Electric Power",Natural Gas,76890
2022,7,MN,"Combined Heat and Power, Electric Power",Petroleum,55
2022,7,MN,"Combined Heat and Power, Electric Power",Other Biomass,6449
2022,7,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,12973
2022,7,MN,"Electric Generators, Independent Power Producers",Total,1150240
2022,7,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,28693
2022,7,MN,"Electric Generators, Independent Power Producers",Natural Gas,315589
2022,7,MN,"Electric Generators, Independent Power Producers",Other,11707
2022,7,MN,"Electric Generators, Independent Power Producers",Petroleum,2
2022,7,MN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,216800
2022,7,MN,"Electric Generators, Independent Power Producers",Other Biomass,10959
2022,7,MN,"Electric Generators, Independent Power Producers",Wind,566491
2022,7,MN,"Electric Generators, Electric Utilities",Total,4461276
2022,7,MN,"Electric Generators, Electric Utilities",Coal,2119302
2022,7,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,74660
2022,7,MN,"Electric Generators, Electric Utilities",Natural Gas,712331
2022,7,MN,"Electric Generators, Electric Utilities",Nuclear,1258731
2022,7,MN,"Electric Generators, Electric Utilities",Other,11442
2022,7,MN,"Electric Generators, Electric Utilities",Petroleum,1255
2022,7,MN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4638
2022,7,MN,"Electric Generators, Electric Utilities",Other Biomass,11801
2022,7,MN,"Electric Generators, Electric Utilities",Wind,264173
2022,7,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,2942
2022,7,MO,Total Electric Power Industry,Total,7849566
2022,7,MO,Total Electric Power Industry,Coal,5090215
2022,7,MO,Total Electric Power Industry,Pumped Storage,-6346
2022,7,MO,Total Electric Power Industry,Hydroelectric Conventional,113972
2022,7,MO,Total Electric Power Industry,Natural Gas,1347697
2022,7,MO,Total Electric Power Industry,Nuclear,889796
2022,7,MO,Total Electric Power Industry,Other,0
2022,7,MO,Total Electric Power Industry,Petroleum,7112
2022,7,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,16956
2022,7,MO,Total Electric Power Industry,Other Biomass,6633
2022,7,MO,Total Electric Power Industry,Wind,377552
2022,7,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,5979
2022,7,MO,"Combined Heat and Power, Industrial Power",Total,2701
2022,7,MO,"Combined Heat and Power, Industrial Power",Coal,0
2022,7,MO,"Combined Heat and Power, Industrial Power",Natural Gas,2443
2022,7,MO,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,7,MO,"Combined Heat and Power, Industrial Power",Other Biomass,258
2022,7,MO,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2022,7,MO,"Combined Heat and Power, Commercial Power",Total,20625
2022,7,MO,"Combined Heat and Power, Commercial Power",Coal,0
2022,7,MO,"Combined Heat and Power, Commercial Power",Natural Gas,14644
2022,7,MO,"Combined Heat and Power, Commercial Power",Petroleum,2
2022,7,MO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,0
2022,7,MO,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,5979
2022,7,MO,"Combined Heat and Power, Electric Power",Total,10039
2022,7,MO,"Combined Heat and Power, Electric Power",Coal,0
2022,7,MO,"Combined Heat and Power, Electric Power",Natural Gas,10039
2022,7,MO,"Combined Heat and Power, Electric Power",Petroleum,0
2022,7,MO,"Electric Generators, Independent Power Producers",Total,594715
2022,7,MO,"Electric Generators, Independent Power Producers",Natural Gas,287284
2022,7,MO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,13255
2022,7,MO,"Electric Generators, Independent Power Producers",Other Biomass,3378
2022,7,MO,"Electric Generators, Independent Power Producers",Wind,290798
2022,7,MO,"Electric Generators, Electric Utilities",Total,7221486
2022,7,MO,"Electric Generators, Electric Utilities",Coal,5090215
2022,7,MO,"Electric Generators, Electric Utilities",Pumped Storage,-6346
2022,7,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,113972
2022,7,MO,"Electric Generators, Electric Utilities",Natural Gas,1033287
2022,7,MO,"Electric Generators, Electric Utilities",Nuclear,889796
2022,7,MO,"Electric Generators, Electric Utilities",Other,0
2022,7,MO,"Electric Generators, Electric Utilities",Petroleum,7110
2022,7,MO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3700
2022,7,MO,"Electric Generators, Electric Utilities",Other Biomass,2997
2022,7,MO,"Electric Generators, Electric Utilities",Wind,86754
2022,7,MS,Total Electric Power Industry,Total,6854055
2022,7,MS,Total Electric Power Industry,Coal,582054
2022,7,MS,Total Electric Power Industry,Natural Gas,5934149
2022,7,MS,Total Electric Power Industry,Nuclear,165636
2022,7,MS,Total Electric Power Industry,Other,0
2022,7,MS,Total Electric Power Industry,Petroleum,322
2022,7,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,47349
2022,7,MS,Total Electric Power Industry,Other Biomass,911
2022,7,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,123634
2022,7,MS,"Combined Heat and Power, Industrial Power",Total,166057
2022,7,MS,"Combined Heat and Power, Industrial Power",Coal,0
2022,7,MS,"Combined Heat and Power, Industrial Power",Natural Gas,42423
2022,7,MS,"Combined Heat and Power, Industrial Power",Other,0
2022,7,MS,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,7,MS,"Combined Heat and Power, Industrial Power",Other Biomass,0
2022,7,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,123634
2022,7,MS,"Combined Heat and Power, Commercial Power",Total,0
2022,7,MS,"Combined Heat and Power, Commercial Power",Natural Gas,0
2022,7,MS,"Electric Generators, Independent Power Producers",Total,351010
2022,7,MS,"Electric Generators, Independent Power Producers",Coal,302750
2022,7,MS,"Electric Generators, Independent Power Producers",Natural Gas,0
2022,7,MS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,47349
2022,7,MS,"Electric Generators, Independent Power Producers",Other Biomass,911
2022,7,MS,"Electric Generators, Electric Utilities",Total,6336987
2022,7,MS,"Electric Generators, Electric Utilities",Coal,279304
2022,7,MS,"Electric Generators, Electric Utilities",Natural Gas,5891726
2022,7,MS,"Electric Generators, Electric Utilities",Nuclear,165636
2022,7,MS,"Electric Generators, Electric Utilities",Petroleum,322
2022,7,MT,Total Electric Power Industry,Total,2463290
2022,7,MT,Total Electric Power Industry,Coal,1022339
2022,7,MT,Total Electric Power Industry,Hydroelectric Conventional,1178053
2022,7,MT,Total Electric Power Industry,Natural Gas,40571
2022,7,MT,Total Electric Power Industry,Other Gases,68
2022,7,MT,Total Electric Power Industry,Other,22568
2022,7,MT,Total Electric Power Industry,Petroleum,5866
2022,7,MT,Total Electric Power Industry,Solar Thermal and Photovoltaic,4619
2022,7,MT,Total Electric Power Industry,Other Biomass,962
2022,7,MT,Total Electric Power Industry,Wind,186353
2022,7,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,1890
2022,7,MT,"Combined Heat and Power, Industrial Power",Total,2431
2022,7,MT,"Combined Heat and Power, Industrial Power",Coal,377
2022,7,MT,"Combined Heat and Power, Industrial Power",Natural Gas,96
2022,7,MT,"Combined Heat and Power, Industrial Power",Other Gases,68
2022,7,MT,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,7,MT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1890
2022,7,MT,"Combined Heat and Power, Electric Power",Total,5808
2022,7,MT,"Combined Heat and Power, Electric Power",Other Gases,0
2022,7,MT,"Combined Heat and Power, Electric Power",Petroleum,5808
2022,7,MT,"Electric Generators, Independent Power Producers",Total,1205417
2022,7,MT,"Electric Generators, Independent Power Producers",Coal,1021962
2022,7,MT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,17194
2022,7,MT,"Electric Generators, Independent Power Producers",Natural Gas,14744
2022,7,MT,"Electric Generators, Independent Power Producers",Other,22568
2022,7,MT,"Electric Generators, Independent Power Producers",Petroleum,42
2022,7,MT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4619
2022,7,MT,"Electric Generators, Independent Power Producers",Wind,124288
2022,7,MT,"Electric Generators, Electric Utilities",Total,1249634
2022,7,MT,"Electric Generators, Electric Utilities",Coal,0
2022,7,MT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1160859
2022,7,MT,"Electric Generators, Electric Utilities",Natural Gas,25731
2022,7,MT,"Electric Generators, Electric Utilities",Petroleum,16
2022,7,MT,"Electric Generators, Electric Utilities",Other Biomass,962
2022,7,MT,"Electric Generators, Electric Utilities",Wind,62066
2022,7,NC,Total Electric Power Industry,Total,13845752
2022,7,NC,Total Electric Power Industry,Coal,1616039
2022,7,NC,Total Electric Power Industry,Pumped Storage,0
2022,7,NC,Total Electric Power Industry,Hydroelectric Conventional,502594
2022,7,NC,Total Electric Power Industry,Natural Gas,6467947
2022,7,NC,Total Electric Power Industry,Nuclear,3854384
2022,7,NC,Total Electric Power Industry,Other,27853
2022,7,NC,Total Electric Power Industry,Petroleum,10128
2022,7,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,1150407
2022,7,NC,Total Electric Power Industry,Other Biomass,46957
2022,7,NC,Total Electric Power Industry,Wind,32729
2022,7,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,136713
2022,7,NC,"Combined Heat and Power, Industrial Power",Total,158815
2022,7,NC,"Combined Heat and Power, Industrial Power",Coal,9946
2022,7,NC,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,386
2022,7,NC,"Combined Heat and Power, Industrial Power",Natural Gas,12819
2022,7,NC,"Combined Heat and Power, Industrial Power",Other,27871
2022,7,NC,"Combined Heat and Power, Industrial Power",Petroleum,949
2022,7,NC,"Combined Heat and Power, Industrial Power",Other Biomass,0
2022,7,NC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,106844
2022,7,NC,"Combined Heat and Power, Commercial Power",Total,21113
2022,7,NC,"Combined Heat and Power, Commercial Power",Coal,-1
2022,7,NC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,976
2022,7,NC,"Combined Heat and Power, Commercial Power",Natural Gas,9018
2022,7,NC,"Combined Heat and Power, Commercial Power",Petroleum,46
2022,7,NC,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,10929
2022,7,NC,"Combined Heat and Power, Commercial Power",Other Biomass,145
2022,7,NC,"Combined Heat and Power, Electric Power",Total,13708
2022,7,NC,"Combined Heat and Power, Electric Power",Coal,0
2022,7,NC,"Combined Heat and Power, Electric Power",Petroleum,21
2022,7,NC,"Combined Heat and Power, Electric Power",Other Biomass,7226
2022,7,NC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,6462
2022,7,NC,"Electric Generators, Independent Power Producers",Total,2144638
2022,7,NC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,76493
2022,7,NC,"Electric Generators, Independent Power Producers",Natural Gas,912328
2022,7,NC,"Electric Generators, Independent Power Producers",Other,0
2022,7,NC,"Electric Generators, Independent Power Producers",Petroleum,561
2022,7,NC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1059533
2022,7,NC,"Electric Generators, Independent Power Producers",Other Biomass,39586
2022,7,NC,"Electric Generators, Independent Power Producers",Wind,32729
2022,7,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,23408
2022,7,NC,"Electric Generators, Electric Utilities",Total,11507478
2022,7,NC,"Electric Generators, Electric Utilities",Coal,1606094
2022,7,NC,"Electric Generators, Electric Utilities",Pumped Storage,0
2022,7,NC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,424739
2022,7,NC,"Electric Generators, Electric Utilities",Natural Gas,5533783
2022,7,NC,"Electric Generators, Electric Utilities",Nuclear,3854384
2022,7,NC,"Electric Generators, Electric Utilities",Other,-18
2022,7,NC,"Electric Generators, Electric Utilities",Petroleum,8552
2022,7,NC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,79945
2022,7,ND,Total Electric Power Industry,Total,3885250
2022,7,ND,Total Electric Power Industry,Coal,2556758
2022,7,ND,Total Electric Power Industry,Hydroelectric Conventional,267927
2022,7,ND,Total Electric Power Industry,Natural Gas,132632
2022,7,ND,Total Electric Power Industry,Other Gases,3065
2022,7,ND,Total Electric Power Industry,Other,2606
2022,7,ND,Total Electric Power Industry,Petroleum,1050
2022,7,ND,Total Electric Power Industry,Other Biomass,709
2022,7,ND,Total Electric Power Industry,Wind,920503
2022,7,ND,"Combined Heat and Power, Industrial Power",Total,12611
