YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2022,2,SD,"Electric Generators, Electric Utilities",Other Biomass,0
2022,2,SD,"Electric Generators, Electric Utilities",Wind,148253
2022,2,TN,Total Electric Power Industry,Total,6769940
2022,2,TN,Total Electric Power Industry,Coal,1218832
2022,2,TN,Total Electric Power Industry,Pumped Storage,-45876
2022,2,TN,Total Electric Power Industry,Hydroelectric Conventional,1039854
2022,2,TN,Total Electric Power Industry,Natural Gas,1354832
2022,2,TN,Total Electric Power Industry,Nuclear,3114855
2022,2,TN,Total Electric Power Industry,Other Gases,707
2022,2,TN,Total Electric Power Industry,Other,1847
2022,2,TN,Total Electric Power Industry,Petroleum,8794
2022,2,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,22252
2022,2,TN,Total Electric Power Industry,Other Biomass,6912
2022,2,TN,Total Electric Power Industry,Wind,4317
2022,2,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,42613
2022,2,TN,"Combined Heat and Power, Industrial Power",Total,147750
2022,2,TN,"Combined Heat and Power, Industrial Power",Coal,24143
2022,2,TN,"Combined Heat and Power, Industrial Power",Natural Gas,77184
2022,2,TN,"Combined Heat and Power, Industrial Power",Other Gases,707
2022,2,TN,"Combined Heat and Power, Industrial Power",Other,1847
2022,2,TN,"Combined Heat and Power, Industrial Power",Petroleum,111
2022,2,TN,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,355
2022,2,TN,"Combined Heat and Power, Industrial Power",Other Biomass,789
2022,2,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,42613
2022,2,TN,"Combined Heat and Power, Commercial Power",Total,15286
2022,2,TN,"Combined Heat and Power, Commercial Power",Coal,0
2022,2,TN,"Combined Heat and Power, Commercial Power",Natural Gas,14907
2022,2,TN,"Combined Heat and Power, Commercial Power",Petroleum,0
2022,2,TN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,379
2022,2,TN,"Electric Generators, Independent Power Producers",Total,33563
2022,2,TN,"Electric Generators, Independent Power Producers",Natural Gas,1598
2022,2,TN,"Electric Generators, Independent Power Producers",Petroleum,29
2022,2,TN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,21495
2022,2,TN,"Electric Generators, Independent Power Producers",Other Biomass,6123
2022,2,TN,"Electric Generators, Independent Power Producers",Wind,4317
2022,2,TN,"Electric Generators, Electric Utilities",Total,6573342
2022,2,TN,"Electric Generators, Electric Utilities",Coal,1194689
2022,2,TN,"Electric Generators, Electric Utilities",Pumped Storage,-45876
2022,2,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1039854
2022,2,TN,"Electric Generators, Electric Utilities",Natural Gas,1261143
2022,2,TN,"Electric Generators, Electric Utilities",Nuclear,3114855
2022,2,TN,"Electric Generators, Electric Utilities",Petroleum,8653
2022,2,TN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,22
2022,2,TN,"Electric Generators, Electric Utilities",Other Biomass,0
2022,2,TN,"Electric Generators, Electric Utilities",Wind,0
2022,2,TX,Total Electric Power Industry,Total,38618662
2022,2,TX,Total Electric Power Industry,Coal,7073830
2022,2,TX,Total Electric Power Industry,Hydroelectric Conventional,102234
2022,2,TX,Total Electric Power Industry,Natural Gas,17382151
2022,2,TX,Total Electric Power Industry,Nuclear,3436429
2022,2,TX,Total Electric Power Industry,Other Gases,210534
2022,2,TX,Total Electric Power Industry,Other,26989
2022,2,TX,Total Electric Power Industry,Petroleum,26279
2022,2,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,1413536
2022,2,TX,Total Electric Power Industry,Other Biomass,30033
2022,2,TX,Total Electric Power Industry,Wind,8811931
2022,2,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,104716
2022,2,TX,"Combined Heat and Power, Industrial Power",Total,3237823
2022,2,TX,"Combined Heat and Power, Industrial Power",Natural Gas,3027141
2022,2,TX,"Combined Heat and Power, Industrial Power",Other Gases,97970
2022,2,TX,"Combined Heat and Power, Industrial Power",Other,30602
2022,2,TX,"Combined Heat and Power, Industrial Power",Petroleum,11303
2022,2,TX,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,736
2022,2,TX,"Combined Heat and Power, Industrial Power",Other Biomass,7080
2022,2,TX,"Combined Heat and Power, Industrial Power",Wind,1308
2022,2,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,61684
2022,2,TX,"Combined Heat and Power, Commercial Power",Total,41077
2022,2,TX,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,88
2022,2,TX,"Combined Heat and Power, Commercial Power",Natural Gas,35579
2022,2,TX,"Combined Heat and Power, Commercial Power",Petroleum,1
2022,2,TX,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,287
2022,2,TX,"Combined Heat and Power, Commercial Power",Other Biomass,0
2022,2,TX,"Combined Heat and Power, Commercial Power",Wind,5122
2022,2,TX,"Combined Heat and Power, Electric Power",Total,3203327
2022,2,TX,"Combined Heat and Power, Electric Power",Natural Gas,3088745
2022,2,TX,"Combined Heat and Power, Electric Power",Other Gases,112564
2022,2,TX,"Combined Heat and Power, Electric Power",Other,2018
2022,2,TX,"Electric Generators, Independent Power Producers",Total,25716007
2022,2,TX,"Electric Generators, Independent Power Producers",Coal,4386470
2022,2,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3017
2022,2,TX,"Electric Generators, Independent Power Producers",Natural Gas,7674514
2022,2,TX,"Electric Generators, Independent Power Producers",Nuclear,3436429
2022,2,TX,"Electric Generators, Independent Power Producers",Other,-5558
2022,2,TX,"Electric Generators, Independent Power Producers",Petroleum,1449
2022,2,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1411157
2022,2,TX,"Electric Generators, Independent Power Producers",Other Biomass,22953
2022,2,TX,"Electric Generators, Independent Power Producers",Wind,8785577
2022,2,TX,"Electric Generators, Electric Utilities",Total,6420428
2022,2,TX,"Electric Generators, Electric Utilities",Coal,2687360
2022,2,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,99129
2022,2,TX,"Electric Generators, Electric Utilities",Natural Gas,3556173
2022,2,TX,"Electric Generators, Electric Utilities",Other,-73
2022,2,TX,"Electric Generators, Electric Utilities",Petroleum,13526
2022,2,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1358
2022,2,TX,"Electric Generators, Electric Utilities",Other Biomass,0
2022,2,TX,"Electric Generators, Electric Utilities",Wind,19924
2022,2,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,43032
2022,2,US-Total,Total Electric Power Industry,Total,327766846
2022,2,US-Total,Total Electric Power Industry,Coal,70761756
2022,2,US-Total,Total Electric Power Industry,Geothermal,1250063
2022,2,US-Total,Total Electric Power Industry,Pumped Storage,-412258
2022,2,US-Total,Total Electric Power Industry,Hydroelectric Conventional,23669921
2022,2,US-Total,Total Electric Power Industry,Natural Gas,115615259
2022,2,US-Total,Total Electric Power Industry,Nuclear,61861903
2022,2,US-Total,Total Electric Power Industry,Other Gases,832322
2022,2,US-Total,Total Electric Power Industry,Other,890721
2022,2,US-Total,Total Electric Power Industry,Petroleum,1604619
2022,2,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,9202560
2022,2,US-Total,Total Electric Power Industry,Other Biomass,1336161
2022,2,US-Total,Total Electric Power Industry,Wind,38162282
2022,2,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,2991538
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Total,10986919
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Coal,450700
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,75907
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas,7505541
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Other Gases,602588
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Other,313213
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Petroleum,77144
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,14457
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Other Biomass,64525
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Wind,13577
2022,2,US-Total,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1869268
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Total,1033359
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Coal,18286
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Geothermal,48118
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,23459
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas,618275
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Other,84953
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Petroleum,7695
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,46390
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Other Biomass,154856
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Wind,17378
2022,2,US-Total,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,13948
2022,2,US-Total,"Combined Heat and Power, Electric Power",Total,10407232
2022,2,US-Total,"Combined Heat and Power, Electric Power",Coal,826081
2022,2,US-Total,"Combined Heat and Power, Electric Power",Natural Gas,8871323
2022,2,US-Total,"Combined Heat and Power, Electric Power",Other Gases,229734
2022,2,US-Total,"Combined Heat and Power, Electric Power",Other,54596
2022,2,US-Total,"Combined Heat and Power, Electric Power",Petroleum,175415
2022,2,US-Total,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,492
2022,2,US-Total,"Combined Heat and Power, Electric Power",Other Biomass,81273
2022,2,US-Total,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,168319
2022,2,US-Total,"Electric Generators, Independent Power Producers",Total,132903583
2022,2,US-Total,"Electric Generators, Independent Power Producers",Coal,18546708
2022,2,US-Total,"Electric Generators, Independent Power Producers",Geothermal,1124064
2022,2,US-Total,"Electric Generators, Independent Power Producers",Pumped Storage,-104301
2022,2,US-Total,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1621124
2022,2,US-Total,"Electric Generators, Independent Power Producers",Natural Gas,43085397
2022,2,US-Total,"Electric Generators, Independent Power Producers",Nuclear,27551887
2022,2,US-Total,"Electric Generators, Independent Power Producers",Other Gases,0
2022,2,US-Total,"Electric Generators, Independent Power Producers",Other,406701
2022,2,US-Total,"Electric Generators, Independent Power Producers",Petroleum,239507
2022,2,US-Total,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7949133
2022,2,US-Total,"Electric Generators, Independent Power Producers",Other Biomass,954014
2022,2,US-Total,"Electric Generators, Independent Power Producers",Wind,30890001
2022,2,US-Total,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,639349
2022,2,US-Total,"Electric Generators, Electric Utilities",Total,172435752
2022,2,US-Total,"Electric Generators, Electric Utilities",Coal,50919981
2022,2,US-Total,"Electric Generators, Electric Utilities",Geothermal,77880
2022,2,US-Total,"Electric Generators, Electric Utilities",Pumped Storage,-307957
2022,2,US-Total,"Electric Generators, Electric Utilities",Hydroelectric Conventional,21949430
2022,2,US-Total,"Electric Generators, Electric Utilities",Natural Gas,55534723
2022,2,US-Total,"Electric Generators, Electric Utilities",Nuclear,34310016
2022,2,US-Total,"Electric Generators, Electric Utilities",Other Gases,0
2022,2,US-Total,"Electric Generators, Electric Utilities",Other,31258
2022,2,US-Total,"Electric Generators, Electric Utilities",Petroleum,1104857
2022,2,US-Total,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1192089
2022,2,US-Total,"Electric Generators, Electric Utilities",Other Biomass,81493
2022,2,US-Total,"Electric Generators, Electric Utilities",Wind,7241326
2022,2,US-Total,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,300655
2022,2,UT,Total Electric Power Industry,Total,2854545
2022,2,UT,Total Electric Power Industry,Coal,1540850
2022,2,UT,Total Electric Power Industry,Geothermal,27456
2022,2,UT,Total Electric Power Industry,Hydroelectric Conventional,73009
2022,2,UT,Total Electric Power Industry,Natural Gas,873602
2022,2,UT,Total Electric Power Industry,Other Gases,0
2022,2,UT,Total Electric Power Industry,Other,16122
2022,2,UT,Total Electric Power Industry,Petroleum,1723
2022,2,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,258772
2022,2,UT,Total Electric Power Industry,Other Biomass,5472
2022,2,UT,Total Electric Power Industry,Wind,57538
2022,2,UT,"Combined Heat and Power, Industrial Power",Total,34709
2022,2,UT,"Combined Heat and Power, Industrial Power",Coal,0
2022,2,UT,"Combined Heat and Power, Industrial Power",Natural Gas,22879
2022,2,UT,"Combined Heat and Power, Industrial Power",Other Gases,0
2022,2,UT,"Combined Heat and Power, Industrial Power",Other,11830
2022,2,UT,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,2,UT,"Combined Heat and Power, Commercial Power",Total,9378
2022,2,UT,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,4701
2022,2,UT,"Combined Heat and Power, Commercial Power",Natural Gas,3967
2022,2,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2022,2,UT,"Combined Heat and Power, Commercial Power",Other Biomass,710
2022,2,UT,"Combined Heat and Power, Electric Power",Total,3943
2022,2,UT,"Combined Heat and Power, Electric Power",Natural Gas,3943
2022,2,UT,"Electric Generators, Independent Power Producers",Total,366057
2022,2,UT,"Electric Generators, Independent Power Producers",Coal,30660
2022,2,UT,"Electric Generators, Independent Power Producers",Geothermal,12810
2022,2,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1316
2022,2,UT,"Electric Generators, Independent Power Producers",Petroleum,199
2022,2,UT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,258772
2022,2,UT,"Electric Generators, Independent Power Producers",Other Biomass,4762
2022,2,UT,"Electric Generators, Independent Power Producers",Wind,57538
2022,2,UT,"Electric Generators, Electric Utilities",Total,2440458
2022,2,UT,"Electric Generators, Electric Utilities",Coal,1510190
2022,2,UT,"Electric Generators, Electric Utilities",Geothermal,14646
2022,2,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,66992
2022,2,UT,"Electric Generators, Electric Utilities",Natural Gas,842813
2022,2,UT,"Electric Generators, Electric Utilities",Other,4292
2022,2,UT,"Electric Generators, Electric Utilities",Petroleum,1524
